TOUR_ID;TOUR_POSITION;LOCATION_ID;LOCATION_TYPE;SEMI_TRAILER_ATTACHED;SWAP_BODY_TRUCK;SWAP_BODY_SEMI_TRAILER;SWAP_ACTION;SWAP_BODY_1_QUANTITY;SWAP_BODY_2_QUANTITY
R15;1;D1;DEPOT;0;1;0;NONE;0;0
R15;2;C15;CUSTOMER;0;1;0;NONE;120.0;0
R15;3;D1;DEPOT;0;1;0;NONE;0;0
R16;1;D1;DEPOT;0;1;0;NONE;0;0
R16;2;C16;CUSTOMER;0;1;0;NONE;120.0;0
R16;3;D1;DEPOT;0;1;0;NONE;0;0
R17;1;D1;DEPOT;0;1;0;NONE;0;0
R17;2;C17;CUSTOMER;0;1;0;NONE;120.0;0
R17;3;D1;DEPOT;0;1;0;NONE;0;0
R18;1;D1;DEPOT;0;1;0;NONE;0;0
R18;2;C18;CUSTOMER;0;1;0;NONE;120.0;0
R18;3;D1;DEPOT;0;1;0;NONE;0;0
R19;1;D1;DEPOT;0;1;0;NONE;0;0
R19;2;C19;CUSTOMER;0;1;0;NONE;120.0;0
R19;3;D1;DEPOT;0;1;0;NONE;0;0
R20;1;D1;DEPOT;0;1;0;NONE;0;0
R20;2;C20;CUSTOMER;0;1;0;NONE;120.0;0
R20;3;D1;DEPOT;0;1;0;NONE;0;0
R21;1;D1;DEPOT;0;1;0;NONE;0;0
R21;2;C21;CUSTOMER;0;1;0;NONE;120.0;0
R21;3;D1;DEPOT;0;1;0;NONE;0;0
R22;1;D1;DEPOT;0;1;0;NONE;0;0
R22;2;C22;CUSTOMER;0;1;0;NONE;120.0;0
R22;3;D1;DEPOT;0;1;0;NONE;0;0
R23;1;D1;DEPOT;0;1;0;NONE;0;0
R23;2;C23;CUSTOMER;0;1;0;NONE;105.0;0
R23;3;D1;DEPOT;0;1;0;NONE;0;0
R24;1;D1;DEPOT;0;1;0;NONE;0;0
R24;2;C24;CUSTOMER;0;1;0;NONE;100.0;0
R24;3;D1;DEPOT;0;1;0;NONE;0;0
R25;1;D1;DEPOT;0;1;0;NONE;0;0
R25;2;C25;CUSTOMER;0;1;0;NONE;100.0;0
R25;3;D1;DEPOT;0;1;0;NONE;0;0
R26;1;D1;DEPOT;0;1;0;NONE;0;0
R26;2;C26;CUSTOMER;0;1;0;NONE;90.0;0
R26;3;D1;DEPOT;0;1;0;NONE;0;0
R27;1;D1;DEPOT;0;1;0;NONE;0;0
R27;2;C27;CUSTOMER;0;1;0;NONE;85.0;0
R27;3;D1;DEPOT;0;1;0;NONE;0;0
R28;1;D1;DEPOT;0;1;0;NONE;0;0
R28;2;C28;CUSTOMER;0;1;0;NONE;70.0;0
R28;3;D1;DEPOT;0;1;0;NONE;0;0
R29;1;D1;DEPOT;0;1;0;NONE;0;0
R29;2;C29;CUSTOMER;0;1;0;NONE;70.0;0
R29;3;D1;DEPOT;0;1;0;NONE;0;0
R30;1;D1;DEPOT;0;1;0;NONE;0;0
R30;2;C30;CUSTOMER;0;1;0;NONE;65.0;0
R30;3;D1;DEPOT;0;1;0;NONE;0;0
R31;1;D1;DEPOT;0;1;0;NONE;0;0
R31;2;C31;CUSTOMER;0;1;0;NONE;60.0;0
R31;3;D1;DEPOT;0;1;0;NONE;0;0
R32;1;D1;DEPOT;0;1;0;NONE;0;0
R32;2;C32;CUSTOMER;0;1;0;NONE;60.0;0
R32;3;D1;DEPOT;0;1;0;NONE;0;0
R33;1;D1;DEPOT;0;1;0;NONE;0;0
R33;2;C33;CUSTOMER;0;1;0;NONE;60.0;0
R33;3;D1;DEPOT;0;1;0;NONE;0;0
R34;1;D1;DEPOT;0;1;0;NONE;0;0
R34;2;C34;CUSTOMER;0;1;0;NONE;60.0;0
R34;3;D1;DEPOT;0;1;0;NONE;0;0
R35;1;D1;DEPOT;0;1;0;NONE;0;0
R35;2;C35;CUSTOMER;0;1;0;NONE;60.0;0
R35;3;D1;DEPOT;0;1;0;NONE;0;0
R36;1;D1;DEPOT;0;1;0;NONE;0;0
R36;2;C36;CUSTOMER;0;1;0;NONE;60.0;0
R36;3;D1;DEPOT;0;1;0;NONE;0;0
R37;1;D1;DEPOT;0;1;0;NONE;0;0
R37;2;C37;CUSTOMER;0;1;0;NONE;60.0;0
R37;3;D1;DEPOT;0;1;0;NONE;0;0
R38;1;D1;DEPOT;0;1;0;NONE;0;0
R38;2;C38;CUSTOMER;0;1;0;NONE;60.0;0
R38;3;D1;DEPOT;0;1;0;NONE;0;0
R39;1;D1;DEPOT;0;1;0;NONE;0;0
R39;2;C39;CUSTOMER;0;1;0;NONE;60.0;0
R39;3;D1;DEPOT;0;1;0;NONE;0;0
R40;1;D1;DEPOT;0;1;0;NONE;0;0
R40;2;C40;CUSTOMER;0;1;0;NONE;60.0;0
R40;3;D1;DEPOT;0;1;0;NONE;0;0
R41;1;D1;DEPOT;0;1;0;NONE;0;0
R41;2;C41;CUSTOMER;0;1;0;NONE;25.0;0
R41;3;D1;DEPOT;0;1;0;NONE;0;0
R42;1;D1;DEPOT;0;1;0;NONE;0;0
R42;2;C42;CUSTOMER;0;1;0;NONE;10.0;0
R42;3;D1;DEPOT;0;1;0;NONE;0;0
R43;1;D1;DEPOT;0;1;0;NONE;0;0
R43;2;C43;CUSTOMER;0;1;0;NONE;10.0;0
R43;3;D1;DEPOT;0;1;0;NONE;0;0
R44;1;D1;DEPOT;0;1;0;NONE;0;0
R44;2;C44;CUSTOMER;0;1;0;NONE;10.0;0
R44;3;D1;DEPOT;0;1;0;NONE;0;0
R45;1;D1;DEPOT;0;1;0;NONE;0;0
R45;2;C45;CUSTOMER;0;1;0;NONE;5.0;0
R45;3;D1;DEPOT;0;1;0;NONE;0;0
R46;1;D1;DEPOT;0;1;0;NONE;0;0
R46;2;C46;CUSTOMER;0;1;0;NONE;5.0;0
R46;3;D1;DEPOT;0;1;0;NONE;0;0
R47;1;D1;DEPOT;0;1;0;NONE;0;0
R47;2;C47;CUSTOMER;0;1;0;NONE;5.0;0
R47;3;D1;DEPOT;0;1;0;NONE;0;0
R48;1;D1;DEPOT;0;1;0;NONE;0;0
R48;2;C48;CUSTOMER;0;1;0;NONE;5.0;0
R48;3;D1;DEPOT;0;1;0;NONE;0;0
R49;1;D1;DEPOT;0;1;0;NONE;0;0
R49;2;C49;CUSTOMER;0;1;0;NONE;5.0;0
R49;3;D1;DEPOT;0;1;0;NONE;0;0
R50;1;D1;DEPOT;0;1;0;NONE;0;0
R50;2;C50;CUSTOMER;0;1;0;NONE;5.0;0
R50;3;D1;DEPOT;0;1;0;NONE;0;0
R51;1;D1;DEPOT;0;1;0;NONE;0;0
R51;2;C51;CUSTOMER;0;1;0;NONE;995.0;0
R51;3;D1;DEPOT;0;1;0;NONE;0;0
R52;1;D1;DEPOT;0;1;0;NONE;0;0
R52;2;C52;CUSTOMER;0;1;0;NONE;720.0;0
R52;3;D1;DEPOT;0;1;0;NONE;0;0
R53;1;D1;DEPOT;0;1;0;NONE;0;0
R53;2;C53;CUSTOMER;0;1;0;NONE;720.0;0
R53;3;D1;DEPOT;0;1;0;NONE;0;0
R54;1;D1;DEPOT;0;1;0;NONE;0;0
R54;2;C54;CUSTOMER;0;1;0;NONE;600.0;0
R54;3;D1;DEPOT;0;1;0;NONE;0;0
R55;1;D1;DEPOT;0;1;0;NONE;0;0
R55;2;C55;CUSTOMER;0;1;0;NONE;600.0;0
R55;3;D1;DEPOT;0;1;0;NONE;0;0
R56;1;D1;DEPOT;0;1;0;NONE;0;0
R56;2;C56;CUSTOMER;0;1;0;NONE;555.0;0
R56;3;D1;DEPOT;0;1;0;NONE;0;0
R57;1;D1;DEPOT;0;1;0;NONE;0;0
R57;2;C57;CUSTOMER;0;1;0;NONE;490.0;0
R57;3;D1;DEPOT;0;1;0;NONE;0;0
R58;1;D1;DEPOT;0;1;0;NONE;0;0
R58;2;C58;CUSTOMER;0;1;0;NONE;480.0;0
R58;3;D1;DEPOT;0;1;0;NONE;0;0
R59;1;D1;DEPOT;0;1;0;NONE;0;0
R59;2;C59;CUSTOMER;0;1;0;NONE;425.0;0
R59;3;D1;DEPOT;0;1;0;NONE;0;0
R60;1;D1;DEPOT;0;1;0;NONE;0;0
R60;2;C60;CUSTOMER;0;1;0;NONE;420.0;0
R60;3;D1;DEPOT;0;1;0;NONE;0;0
R61;1;D1;DEPOT;0;1;0;NONE;0;0
R61;2;C61;CUSTOMER;0;1;0;NONE;400.0;0
R61;3;D1;DEPOT;0;1;0;NONE;0;0
R62;1;D1;DEPOT;0;1;0;NONE;0;0
R62;2;C62;CUSTOMER;0;1;0;NONE;385.0;0
R62;3;D1;DEPOT;0;1;0;NONE;0;0
R63;1;D1;DEPOT;0;1;0;NONE;0;0
R63;2;C63;CUSTOMER;0;1;0;NONE;380.0;0
R63;3;D1;DEPOT;0;1;0;NONE;0;0
R64;1;D1;DEPOT;0;1;0;NONE;0;0
R64;2;C64;CUSTOMER;0;1;0;NONE;360.0;0
R64;3;D1;DEPOT;0;1;0;NONE;0;0
R65;1;D1;DEPOT;0;1;0;NONE;0;0
R65;2;C65;CUSTOMER;0;1;0;NONE;360.0;0
R65;3;D1;DEPOT;0;1;0;NONE;0;0
R66;1;D1;DEPOT;0;1;0;NONE;0;0
R66;2;C66;CUSTOMER;0;1;0;NONE;360.0;0
R66;3;D1;DEPOT;0;1;0;NONE;0;0
R67;1;D1;DEPOT;0;1;0;NONE;0;0
R67;2;C67;CUSTOMER;0;1;0;NONE;360.0;0
R67;3;D1;DEPOT;0;1;0;NONE;0;0
R68;1;D1;DEPOT;0;1;0;NONE;0;0
R68;2;C68;CUSTOMER;0;1;0;NONE;360.0;0
R68;3;D1;DEPOT;0;1;0;NONE;0;0
R69;1;D1;DEPOT;0;1;0;NONE;0;0
R69;2;C69;CUSTOMER;0;1;0;NONE;360.0;0
R69;3;D1;DEPOT;0;1;0;NONE;0;0
R70;1;D1;DEPOT;0;1;0;NONE;0;0
R70;2;C70;CUSTOMER;0;1;0;NONE;360.0;0
R70;3;D1;DEPOT;0;1;0;NONE;0;0
R71;1;D1;DEPOT;0;1;0;NONE;0;0
R71;2;C71;CUSTOMER;0;1;0;NONE;340.0;0
R71;3;D1;DEPOT;0;1;0;NONE;0;0
R72;1;D1;DEPOT;0;1;0;NONE;0;0
R72;2;C72;CUSTOMER;0;1;0;NONE;330.0;0
R72;3;D1;DEPOT;0;1;0;NONE;0;0
R73;1;D1;DEPOT;0;1;0;NONE;0;0
R73;2;C73;CUSTOMER;0;1;0;NONE;325.0;0
R73;3;D1;DEPOT;0;1;0;NONE;0;0
R74;1;D1;DEPOT;0;1;0;NONE;0;0
R74;2;C74;CUSTOMER;0;1;0;NONE;320.0;0
R74;3;D1;DEPOT;0;1;0;NONE;0;0
R75;1;D1;DEPOT;0;1;0;NONE;0;0
R75;2;C75;CUSTOMER;0;1;0;NONE;300.0;0
R75;3;D1;DEPOT;0;1;0;NONE;0;0
R76;1;D1;DEPOT;0;1;0;NONE;0;0
R76;2;C76;CUSTOMER;0;1;0;NONE;300.0;0
R76;3;D1;DEPOT;0;1;0;NONE;0;0
R77;1;D1;DEPOT;0;1;0;NONE;0;0
R77;2;C77;CUSTOMER;0;1;0;NONE;290.0;0
R77;3;D1;DEPOT;0;1;0;NONE;0;0
R78;1;D1;DEPOT;0;1;0;NONE;0;0
R78;2;C78;CUSTOMER;0;1;0;NONE;280.0;0
R78;3;D1;DEPOT;0;1;0;NONE;0;0
R79;1;D1;DEPOT;0;1;0;NONE;0;0
R79;2;C79;CUSTOMER;0;1;0;NONE;280.0;0
R79;3;D1;DEPOT;0;1;0;NONE;0;0
R80;1;D1;DEPOT;0;1;0;NONE;0;0
R80;2;C80;CUSTOMER;0;1;0;NONE;280.0;0
R80;3;D1;DEPOT;0;1;0;NONE;0;0
R81;1;D1;DEPOT;0;1;0;NONE;0;0
R81;2;C81;CUSTOMER;0;1;0;NONE;275.0;0
R81;3;D1;DEPOT;0;1;0;NONE;0;0
R82;1;D1;DEPOT;0;1;0;NONE;0;0
R82;2;C82;CUSTOMER;0;1;0;NONE;275.0;0
R82;3;D1;DEPOT;0;1;0;NONE;0;0
R83;1;D1;DEPOT;0;1;0;NONE;0;0
R83;2;C83;CUSTOMER;0;1;0;NONE;260.0;0
R83;3;D1;DEPOT;0;1;0;NONE;0;0
R84;1;D1;DEPOT;0;1;0;NONE;0;0
R84;2;C84;CUSTOMER;0;1;0;NONE;260.0;0
R84;3;D1;DEPOT;0;1;0;NONE;0;0
R85;1;D1;DEPOT;0;1;0;NONE;0;0
R85;2;C85;CUSTOMER;0;1;0;NONE;255.0;0
R85;3;D1;DEPOT;0;1;0;NONE;0;0
R86;1;D1;DEPOT;0;1;0;NONE;0;0
R86;2;C86;CUSTOMER;0;1;0;NONE;255.0;0
R86;3;D1;DEPOT;0;1;0;NONE;0;0
R87;1;D1;DEPOT;0;1;0;NONE;0;0
R87;2;C87;CUSTOMER;0;1;0;NONE;250.0;0
R87;3;D1;DEPOT;0;1;0;NONE;0;0
R88;1;D1;DEPOT;0;1;0;NONE;0;0
R88;2;C88;CUSTOMER;0;1;0;NONE;240.0;0
R88;3;D1;DEPOT;0;1;0;NONE;0;0
R89;1;D1;DEPOT;0;1;0;NONE;0;0
R89;2;C89;CUSTOMER;0;1;0;NONE;240.0;0
R89;3;D1;DEPOT;0;1;0;NONE;0;0
R90;1;D1;DEPOT;0;1;0;NONE;0;0
R90;2;C90;CUSTOMER;0;1;0;NONE;240.0;0
R90;3;D1;DEPOT;0;1;0;NONE;0;0
R91;1;D1;DEPOT;0;1;0;NONE;0;0
R91;2;C91;CUSTOMER;0;1;0;NONE;240.0;0
R91;3;D1;DEPOT;0;1;0;NONE;0;0
R92;1;D1;DEPOT;0;1;0;NONE;0;0
R92;2;C92;CUSTOMER;0;1;0;NONE;240.0;0
R92;3;D1;DEPOT;0;1;0;NONE;0;0
R93;1;D1;DEPOT;0;1;0;NONE;0;0
R93;2;C93;CUSTOMER;0;1;0;NONE;240.0;0
R93;3;D1;DEPOT;0;1;0;NONE;0;0
R94;1;D1;DEPOT;0;1;0;NONE;0;0
R94;2;C94;CUSTOMER;0;1;0;NONE;240.0;0
R94;3;D1;DEPOT;0;1;0;NONE;0;0
R95;1;D1;DEPOT;0;1;0;NONE;0;0
R95;2;C95;CUSTOMER;0;1;0;NONE;240.0;0
R95;3;D1;DEPOT;0;1;0;NONE;0;0
R96;1;D1;DEPOT;0;1;0;NONE;0;0
R96;2;C96;CUSTOMER;0;1;0;NONE;240.0;0
R96;3;D1;DEPOT;0;1;0;NONE;0;0
R97;1;D1;DEPOT;0;1;0;NONE;0;0
R97;2;C97;CUSTOMER;0;1;0;NONE;240.0;0
R97;3;D1;DEPOT;0;1;0;NONE;0;0
R98;1;D1;DEPOT;0;1;0;NONE;0;0
R98;2;C98;CUSTOMER;0;1;0;NONE;240.0;0
R98;3;D1;DEPOT;0;1;0;NONE;0;0
R99;1;D1;DEPOT;0;1;0;NONE;0;0
R99;2;C99;CUSTOMER;0;1;0;NONE;240.0;0
R99;3;D1;DEPOT;0;1;0;NONE;0;0
R100;1;D1;DEPOT;0;1;0;NONE;0;0
R100;2;C100;CUSTOMER;0;1;0;NONE;240.0;0
R100;3;D1;DEPOT;0;1;0;NONE;0;0
R101;1;D1;DEPOT;0;1;0;NONE;0;0
R101;2;C101;CUSTOMER;0;1;0;NONE;240.0;0
R101;3;D1;DEPOT;0;1;0;NONE;0;0
R102;1;D1;DEPOT;0;1;0;NONE;0;0
R102;2;C102;CUSTOMER;0;1;0;NONE;240.0;0
R102;3;D1;DEPOT;0;1;0;NONE;0;0
R103;1;D1;DEPOT;0;1;0;NONE;0;0
R103;2;C103;CUSTOMER;0;1;0;NONE;240.0;0
R103;3;D1;DEPOT;0;1;0;NONE;0;0
R104;1;D1;DEPOT;0;1;0;NONE;0;0
R104;2;C104;CUSTOMER;0;1;0;NONE;240.0;0
R104;3;D1;DEPOT;0;1;0;NONE;0;0
R105;1;D1;DEPOT;0;1;0;NONE;0;0
R105;2;C105;CUSTOMER;0;1;0;NONE;240.0;0
R105;3;D1;DEPOT;0;1;0;NONE;0;0
R106;1;D1;DEPOT;0;1;0;NONE;0;0
R106;2;C106;CUSTOMER;0;1;0;NONE;240.0;0
R106;3;D1;DEPOT;0;1;0;NONE;0;0
R107;1;D1;DEPOT;0;1;0;NONE;0;0
R107;2;C107;CUSTOMER;0;1;0;NONE;240.0;0
R107;3;D1;DEPOT;0;1;0;NONE;0;0
R108;1;D1;DEPOT;0;1;0;NONE;0;0
R108;2;C108;CUSTOMER;0;1;0;NONE;240.0;0
R108;3;D1;DEPOT;0;1;0;NONE;0;0
R109;1;D1;DEPOT;0;1;0;NONE;0;0
R109;2;C109;CUSTOMER;0;1;0;NONE;240.0;0
R109;3;D1;DEPOT;0;1;0;NONE;0;0
R110;1;D1;DEPOT;0;1;0;NONE;0;0
R110;2;C110;CUSTOMER;0;1;0;NONE;240.0;0
R110;3;D1;DEPOT;0;1;0;NONE;0;0
R111;1;D1;DEPOT;0;1;0;NONE;0;0
R111;2;C111;CUSTOMER;0;1;0;NONE;240.0;0
R111;3;D1;DEPOT;0;1;0;NONE;0;0
R112;1;D1;DEPOT;0;1;0;NONE;0;0
R112;2;C112;CUSTOMER;0;1;0;NONE;240.0;0
R112;3;D1;DEPOT;0;1;0;NONE;0;0
R113;1;D1;DEPOT;0;1;0;NONE;0;0
R113;2;C113;CUSTOMER;0;1;0;NONE;240.0;0
R113;3;D1;DEPOT;0;1;0;NONE;0;0
R114;1;D1;DEPOT;0;1;0;NONE;0;0
R114;2;C114;CUSTOMER;0;1;0;NONE;240.0;0
R114;3;D1;DEPOT;0;1;0;NONE;0;0
R115;1;D1;DEPOT;0;1;0;NONE;0;0
R115;2;C115;CUSTOMER;0;1;0;NONE;240.0;0
R115;3;D1;DEPOT;0;1;0;NONE;0;0
R116;1;D1;DEPOT;0;1;0;NONE;0;0
R116;2;C116;CUSTOMER;0;1;0;NONE;220.0;0
R116;3;D1;DEPOT;0;1;0;NONE;0;0
R117;1;D1;DEPOT;0;1;0;NONE;0;0
R117;2;C117;CUSTOMER;0;1;0;NONE;215.0;0
R117;3;D1;DEPOT;0;1;0;NONE;0;0
R118;1;D1;DEPOT;0;1;0;NONE;0;0
R118;2;C118;CUSTOMER;0;1;0;NONE;210.0;0
R118;3;D1;DEPOT;0;1;0;NONE;0;0
R119;1;D1;DEPOT;0;1;0;NONE;0;0
R119;2;C119;CUSTOMER;0;1;0;NONE;210.0;0
R119;3;D1;DEPOT;0;1;0;NONE;0;0
R120;1;D1;DEPOT;0;1;0;NONE;0;0
R120;2;C120;CUSTOMER;0;1;0;NONE;210.0;0
R120;3;D1;DEPOT;0;1;0;NONE;0;0
R121;1;D1;DEPOT;0;1;0;NONE;0;0
R121;2;C121;CUSTOMER;0;1;0;NONE;200.0;0
R121;3;D1;DEPOT;0;1;0;NONE;0;0
R122;1;D1;DEPOT;0;1;0;NONE;0;0
R122;2;C122;CUSTOMER;0;1;0;NONE;200.0;0
R122;3;D1;DEPOT;0;1;0;NONE;0;0
R123;1;D1;DEPOT;0;1;0;NONE;0;0
R123;2;C123;CUSTOMER;0;1;0;NONE;200.0;0
R123;3;D1;DEPOT;0;1;0;NONE;0;0
R124;1;D1;DEPOT;0;1;0;NONE;0;0
R124;2;C124;CUSTOMER;0;1;0;NONE;200.0;0
R124;3;D1;DEPOT;0;1;0;NONE;0;0
R125;1;D1;DEPOT;0;1;0;NONE;0;0
R125;2;C125;CUSTOMER;0;1;0;NONE;200.0;0
R125;3;D1;DEPOT;0;1;0;NONE;0;0
R126;1;D1;DEPOT;0;1;0;NONE;0;0
R126;2;C126;CUSTOMER;0;1;0;NONE;200.0;0
R126;3;D1;DEPOT;0;1;0;NONE;0;0
R127;1;D1;DEPOT;0;1;0;NONE;0;0
R127;2;C127;CUSTOMER;0;1;0;NONE;190.0;0
R127;3;D1;DEPOT;0;1;0;NONE;0;0
R128;1;D1;DEPOT;0;1;0;NONE;0;0
R128;2;C128;CUSTOMER;0;1;0;NONE;190.0;0
R128;3;D1;DEPOT;0;1;0;NONE;0;0
R129;1;D1;DEPOT;0;1;0;NONE;0;0
R129;2;C129;CUSTOMER;0;1;0;NONE;185.0;0
R129;3;D1;DEPOT;0;1;0;NONE;0;0
R130;1;D1;DEPOT;0;1;0;NONE;0;0
R130;2;C130;CUSTOMER;0;1;0;NONE;180.0;0
R130;3;D1;DEPOT;0;1;0;NONE;0;0
R131;1;D1;DEPOT;0;1;0;NONE;0;0
R131;2;C131;CUSTOMER;0;1;0;NONE;180.0;0
R131;3;D1;DEPOT;0;1;0;NONE;0;0
R132;1;D1;DEPOT;0;1;0;NONE;0;0
R132;2;C132;CUSTOMER;0;1;0;NONE;180.0;0
R132;3;D1;DEPOT;0;1;0;NONE;0;0
R133;1;D1;DEPOT;0;1;0;NONE;0;0
R133;2;C133;CUSTOMER;0;1;0;NONE;180.0;0
R133;3;D1;DEPOT;0;1;0;NONE;0;0
R134;1;D1;DEPOT;0;1;0;NONE;0;0
R134;2;C134;CUSTOMER;0;1;0;NONE;180.0;0
R134;3;D1;DEPOT;0;1;0;NONE;0;0
R135;1;D1;DEPOT;0;1;0;NONE;0;0
R135;2;C135;CUSTOMER;0;1;0;NONE;180.0;0
R135;3;D1;DEPOT;0;1;0;NONE;0;0
R136;1;D1;DEPOT;0;1;0;NONE;0;0
R136;2;C136;CUSTOMER;0;1;0;NONE;180.0;0
R136;3;D1;DEPOT;0;1;0;NONE;0;0
R137;1;D1;DEPOT;0;1;0;NONE;0;0
R137;2;C137;CUSTOMER;0;1;0;NONE;180.0;0
R137;3;D1;DEPOT;0;1;0;NONE;0;0
R138;1;D1;DEPOT;0;1;0;NONE;0;0
R138;2;C138;CUSTOMER;0;1;0;NONE;180.0;0
R138;3;D1;DEPOT;0;1;0;NONE;0;0
R139;1;D1;DEPOT;0;1;0;NONE;0;0
R139;2;C139;CUSTOMER;0;1;0;NONE;180.0;0
R139;3;D1;DEPOT;0;1;0;NONE;0;0
R140;1;D1;DEPOT;0;1;0;NONE;0;0
R140;2;C140;CUSTOMER;0;1;0;NONE;180.0;0
R140;3;D1;DEPOT;0;1;0;NONE;0;0
R141;1;D1;DEPOT;0;1;0;NONE;0;0
R141;2;C141;CUSTOMER;0;1;0;NONE;180.0;0
R141;3;D1;DEPOT;0;1;0;NONE;0;0
R142;1;D1;DEPOT;0;1;0;NONE;0;0
R142;2;C142;CUSTOMER;0;1;0;NONE;175.0;0
R142;3;D1;DEPOT;0;1;0;NONE;0;0
R143;1;D1;DEPOT;0;1;0;NONE;0;0
R143;2;C143;CUSTOMER;0;1;0;NONE;175.0;0
R143;3;D1;DEPOT;0;1;0;NONE;0;0
R144;1;D1;DEPOT;0;1;0;NONE;0;0
R144;2;C144;CUSTOMER;0;1;0;NONE;175.0;0
R144;3;D1;DEPOT;0;1;0;NONE;0;0
R145;1;D1;DEPOT;0;1;0;NONE;0;0
R145;2;C145;CUSTOMER;0;1;0;NONE;175.0;0
R145;3;D1;DEPOT;0;1;0;NONE;0;0
R146;1;D1;DEPOT;0;1;0;NONE;0;0
R146;2;C146;CUSTOMER;0;1;0;NONE;170.0;0
R146;3;D1;DEPOT;0;1;0;NONE;0;0
R147;1;D1;DEPOT;0;1;0;NONE;0;0
R147;2;C147;CUSTOMER;0;1;0;NONE;170.0;0
R147;3;D1;DEPOT;0;1;0;NONE;0;0
R148;1;D1;DEPOT;0;1;0;NONE;0;0
R148;2;C148;CUSTOMER;0;1;0;NONE;170.0;0
R148;3;D1;DEPOT;0;1;0;NONE;0;0
R149;1;D1;DEPOT;0;1;0;NONE;0;0
R149;2;C149;CUSTOMER;0;1;0;NONE;160.0;0
R149;3;D1;DEPOT;0;1;0;NONE;0;0
R150;1;D1;DEPOT;0;1;0;NONE;0;0
R150;2;C150;CUSTOMER;0;1;0;NONE;160.0;0
R150;3;D1;DEPOT;0;1;0;NONE;0;0
R151;1;D1;DEPOT;0;1;0;NONE;0;0
R151;2;C151;CUSTOMER;0;1;0;NONE;160.0;0
R151;3;D1;DEPOT;0;1;0;NONE;0;0
R152;1;D1;DEPOT;0;1;0;NONE;0;0
R152;2;C152;CUSTOMER;0;1;0;NONE;160.0;0
R152;3;D1;DEPOT;0;1;0;NONE;0;0
R153;1;D1;DEPOT;0;1;0;NONE;0;0
R153;2;C153;CUSTOMER;0;1;0;NONE;160.0;0
R153;3;D1;DEPOT;0;1;0;NONE;0;0
R154;1;D1;DEPOT;0;1;0;NONE;0;0
R154;2;C154;CUSTOMER;0;1;0;NONE;160.0;0
R154;3;D1;DEPOT;0;1;0;NONE;0;0
R155;1;D1;DEPOT;0;1;0;NONE;0;0
R155;2;C155;CUSTOMER;0;1;0;NONE;160.0;0
R155;3;D1;DEPOT;0;1;0;NONE;0;0
R156;1;D1;DEPOT;0;1;0;NONE;0;0
R156;2;C156;CUSTOMER;0;1;0;NONE;160.0;0
